0,1,2,3,4,5
"2019-03-17, 15:00", ,Palanga,1 : 1,Panevėžys,Klaipėdos dirbtinės dangos st.
"2019-03-16, 17:00", ,Sūduva,1 : 0,K. Žalgiris,Marijampolės futbolo arenos maniežas
"2019-03-16, 15:00", ,Stumbras,2 : 0,Atlantas,LFF Kauno treniruočių centro st.
"2019-03-15, 19:30", ,Žalgiris,1 : 1,Riteriai,„Sportima“
"2019-03-11, 19:30", ,Riteriai,0 : 0,Stumbras,„Sportima“
"2019-03-10, 15:00", ,Atlantas,0 : 5,Sūduva,Klaipėdos dirbtinės dangos st.
"2019-03-09, 15:00", ,Panevėžys,0 : 3,Žalgiris,„Žemynos“ progimnazijos stadionas
"2019-03-09, 13:00", ,K. Žalgiris,6 : 1,Palanga,LFF Kauno treniruočių centro st.
"2019-03-03, 19:30", ,Žalgiris,5 : 1,Palanga,„Sportima“
"2019-03-03, 17:00", ,Sūduva,2 : 1,Riteriai,Marijampolės futbolo arenos maniežas
"2019-03-02, 17:00", ,Stumbras,1 : 0,Panevėžys,LFF Kauno treniruočių centro st.
"2019-03-02, 15:00", ,Atlantas,2 : 0,K. Žalgiris,Klaipėdos dirbtinės dangos st.
"2018-11-11, 13:00", ,Atlantas,1 : 5,Riteriai,Klaipėdos dirbtinės dangos st.
"2018-11-11, 13:00", ,Sūduva,1 : 2,Žalgiris,Marijampolės futbolo arenos stadionas
"2018-11-11, 13:00", ,K. Žalgiris,1 : 2,Stumbras,LFF Kauno treniruočių centro st.
"2018-11-07, 20:00", ,Sūduva,6 : 0,Atlantas,Marijampolės futbolo arenos stadionas
"2018-11-07, 18:00", ,Žalgiris,5 : 2,K. Žalgiris,LFF stadionas
"2018-11-07, 18:00", ,Stumbras,0 : 3,Riteriai,LFF Kauno treniruočių centro st.
"2018-11-03, 18:00", ,Žalgiris,0 : 0,Atlantas,LFF stadionas
"2018-11-03, 13:00", ,Stumbras,1 : 4,Sūduva,LFF Kauno treniruočių centro st.
"2018-11-03, 13:00", ,Riteriai,1 : 0,K. Žalgiris,LFF stadionas
"2018-10-31, 20:00", ,Žalgiris,2 : 0,Stumbras,LFF stadionas
"2018-10-31, 18:00", ,Atlantas,1 : 3,K. Žalgiris,Klaipėdos dirbtinės dangos st.
"2018-10-31, 18:00", ,Sūduva,1 : 0,Riteriai,Marijampolės futbolo arenos stadionas
"2018-10-28, 17:00", ,Stumbras,6 : 0,Atlantas,LFF Kauno treniruočių centro st.
"2018-10-28, 13:00", ,Riteriai,0 : 1,Žalgiris,LFF stadionas
"2018-10-28, 13:00", ,K. Žalgiris,1 : 1,Sūduva,LFF Kauno treniruočių centro st.
"2018-10-24, 18:00", ,Žalgiris,3 : 1,Atlantas,LFF stadionas
"2018-10-24, 18:00", ,Sūduva,1 : 0,K. Žalgiris,Marijampolės futbolo arenos stadionas
"2018-10-24, 16:00", ,Palanga,1 : 5,Stumbras,Palangos m. stadionas
"2018-10-21, 13:00", ,Jonava,1 : 2,Sūduva,Jonavos m. stadionas
"2018-10-21, 13:00", ,Žalgiris,2 : 2,Riteriai,LFF stadionas
"2018-10-17, 18:00", ,Žalgiris,2 : 1,Jonava,LFF stadionas
"2018-10-07, 13:00", ,Atlantas,1 : 5,Žalgiris,Klaipėdos m. centrinis stadionas
"2018-10-07, 13:00", ,Stumbras,1 : 2,Sūduva,LFF Kauno treniruočių centro st.
"2018-10-05, 16:00", ,K. Žalgiris,2 : 0,Palanga,Dariaus ir Girėno stadionas
"2018-10-04, 20:00", ,Riteriai,1 : 0,Žalgiris,LFF stadionas
"2018-10-04, 18:00", ,Atlantas,2 : 5,Sūduva,Klaipėdos m. centrinis stadionas
"2018-10-04, 16:00", ,Stumbras,3 : 0,Jonava,Dariaus ir Girėno stadionas
"2018-09-29, 16:00", ,Riteriai,1 : 2,Sūduva,LFF stadionas
"2018-09-26, 20:00", ,Sūduva,0 : 0,Riteriai,Marijampolės futbolo arenos stadionas
"2018-09-26, 17:00", ,Jonava,0 : 6,Žalgiris,Jonavos m. stadionas
"2018-09-25, 18:00", ,Atlantas,1 : 1,Palanga,Klaipėdos m. centrinis stadionas
"2018-09-22, 17:00", ,Stumbras,0 : 0,K. Žalgiris,Dariaus ir Girėno stadionas
"2018-09-21, 20:00", ,Žalgiris,1 : 0,Sūduva,LFF stadionas
"2018-09-20, 18:00", ,Riteriai,3 : 0,Palanga,LFF stadionas
"2018-09-19, 20:00", ,Atlantas,1 : 3,Stumbras,Klaipėdos m. centrinis stadionas
"2018-09-19, 18:00", ,K. Žalgiris,1 : 1,Jonava,Dariaus ir Girėno stadionas
"2018-09-15, 13:00", ,Sūduva,5 : 0,Palanga,Marijampolės futbolo arenos stadionas
"2018-08-29, 20:00", ,Riteriai,2 : 2,Stumbras,LFF stadionas
"2018-08-29, 18:00", ,Palanga,0 : 5,Žalgiris,Palangos m. stadionas
"2018-08-28, 18:00", ,K. Žalgiris,4 : 0,Atlantas,Dariaus ir Girėno stadionas
"2018-08-25, 13:00", ,Stumbras,2 : 1,Atlantas,Dariaus ir Girėno stadionas
"2018-08-23, 20:00", ,Riteriai,1 : 0,K. Žalgiris,LFF stadionas
"2018-08-22, 20:00", ,Atlantas,1 : 1,Jonava,Klaipėdos m. centrinis stadionas
"2018-08-22, 18:00", ,Stumbras,0 : 2,Žalgiris,Dariaus ir Girėno stadionas
"2018-08-19, 18:00", ,Žalgiris,4 : 0,K. Žalgiris,LFF stadionas
"2018-08-19, 13:00", ,Atlantas,0 : 2,Riteriai,Klaipėdos m. centrinis stadionas
"2018-08-18, 13:00", ,Jonava,3 : 1,Palanga,Jonavos m. stadionas
"2018-08-15, 18:00", ,Atlantas,0 : 1,K. Žalgiris,Klaipėdos m. centrinis stadionas
"2018-08-12, 13:00", ,Jonava,1 : 3,Riteriai,Jonavos m. stadionas
"2018-08-11, 13:00", ,Palanga,2 : 0,Atlantas,Palangos m. stadionas
"2018-08-11, 13:00", ,K. Žalgiris,0 : 2,Stumbras,Dariaus ir Girėno stadionas
"2018-08-07, 18:00", ,Palanga,0 : 1,K. Žalgiris,Palangos m. stadionas
"2018-08-04, 13:00", ,Jonava,1 : 3,Stumbras,Jonavos m. stadionas
"2018-08-04, 13:00", ,Sūduva,3 : 0,Atlantas,Marijampolės futbolo arenos stadionas
"2018-07-04, 18:00", ,K. Žalgiris,1 : 0,Sūduva,Dariaus ir Girėno stadionas
"2018-07-03, 18:00", ,Stumbras,2 : 0,Palanga,Dariaus ir Girėno stadionas
"2018-07-01, 19:00", ,K. Žalgiris,0 : 3,Sūduva,Dariaus ir Girėno stadionas
"2018-06-27, 20:00", ,Sūduva,0 : 1,Žalgiris,Marijampolės futbolo arenos stadionas
"2018-06-27, 18:00", ,Jonava,0 : 2,K. Žalgiris,Jonavos m. stadionas
"2018-06-20, 20:00", ,Sūduva,2 : 0,Jonava,Marijampolės futbolo arenos stadionas
"2018-06-20, 18:00", ,Žalgiris,2 : 0,Palanga,LFF stadionas
"2018-06-19, 18:00", ,Stumbras,1 : 0,Riteriai,Dariaus ir Girėno stadionas
"2018-06-16, 13:00", ,Žalgiris,0 : 1,Stumbras,LFF stadionas
"2018-06-16, 13:00", ,Palanga,1 : 4,Sūduva,Palangos m. stadionas
"2018-06-15, 18:00", ,Jonava,2 : 1,Atlantas,Jonavos m. stadionas
"2018-06-14, 18:00", ,K. Žalgiris,1 : 1,Riteriai,Dariaus ir Girėno stadionas
"2018-05-24, 18:00", ,Palanga,3 : 1,Jonava,Palangos m. stadionas
"2018-05-23, 20:00", ,Riteriai,1 : 2,Atlantas,LFF stadionas
"2018-05-23, 18:00", ,K. Žalgiris,0 : 1,Žalgiris,Dariaus ir Girėno stadionas
"2018-05-22, 18:00", ,Sūduva,3 : 0,Stumbras,Marijampolės futbolo arenos stadionas
"2018-05-20, 13:00", ,Riteriai,1 : 0,Jonava,LFF stadionas
"2018-05-19, 13:00", ,Žalgiris,3 : 1,Atlantas,LFF stadionas
"2018-05-16, 18:00", ,Palanga,0 : 2,Stumbras,Palangos m. stadionas
"2018-05-16, 18:00", ,Jonava,0 : 0,Riteriai,Jonavos m. stadionas
"2018-05-13, 18:00", ,K. Žalgiris,0 : 0,Palanga,Dariaus ir Girėno stadionas
"2018-05-13, 13:00", ,Jonava,0 : 2,Stumbras,Jonavos m. stadionas
"2018-05-12, 13:00", ,Riteriai,0 : 1,Žalgiris,LFF stadionas
"2018-05-12, 13:00", ,Atlantas,0 : 3,Sūduva,Klaipėdos m. centrinis stadionas
"2018-05-09, 18:00", ,Palanga,0 : 2,Atlantas,Palangos m. stadionas
"2018-05-08, 20:00", ,Jonava,1 : 2,Žalgiris,Jonavos dirbtinės dangos st.
"2018-05-08, 18:00", ,Stumbras,0 : 2,K. Žalgiris,Dariaus ir Girėno stadionas
"2018-05-06, 19:00", ,Sūduva,0 : 0,Riteriai,Marijampolės futbolo arenos stadionas
"2018-05-03, 20:00", ,Atlantas,0 : 0,Stumbras,Klaipėdos m. centrinis stadionas
"2018-05-03, 18:00", ,K. Žalgiris,1 : 0,Jonava,Dariaus ir Girėno stadionas
"2018-05-02, 20:00", ,Žalgiris,2 : 3,Sūduva,LFF stadionas
"2018-05-02, 18:00", ,Palanga,1 : 0,Riteriai,Palangos m. stadionas
"2018-04-29, 18:00", ,Stumbras,0 : 2,Riteriai,LFF Kauno treniruočių centro st.
"2018-04-29, 13:00", ,K. Žalgiris,2 : 3,Atlantas,LFF Kauno treniruočių centro st.
"2018-04-28, 13:00", ,Palanga,1 : 2,Žalgiris,Klaipėdos dirbtinės dangos st.
"2018-04-28, 13:00", ,Jonava,0 : 0,Sūduva,Jonavos dirbtinės dangos st.
"2018-04-25, 18:00", ,Atlantas,1 : 0,Jonava,Klaipėdos dirbtinės dangos st.
"2018-04-24, 20:00", ,Riteriai,2 : 0,K. Žalgiris,LFF stadionas
"2018-04-24, 18:00", ,Palanga,0 : 2,Sūduva,Klaipėdos dirbtinės dangos st.
"2018-04-22, 13:00", ,Žalgiris,1 : 1,Stumbras,LFF stadionas
"2018-04-18, 20:00", ,K. Žalgiris,0 : 0,Žalgiris,LFF Kauno treniruočių centro st.
"2018-04-18, 18:00", ,Atlantas,0 : 2,Riteriai,Klaipėdos dirbtinės dangos st.
"2018-04-17, 20:00", ,Stumbras,0 : 1,Sūduva,LFF Kauno treniruočių centro st.
"2018-04-17, 18:00", ,Jonava,4 : 0,Palanga,Jonavos dirbtinės dangos st.
"2018-04-12, 20:00", ,Riteriai,1 : 1,Jonava,LFF stadionas
"2018-04-12, 18:00", ,Sūduva,4 : 1,K. Žalgiris,Marijampolės futbolo arenos maniežas
"2018-04-11, 20:00", ,Stumbras,0 : 1,Palanga,LFF Kauno treniruočių centro st.
"2018-04-11, 18:00", ,Atlantas,2 : 5,Žalgiris,Klaipėdos dirbtinės dangos st.
"2018-04-07, 13:00", ,Žalgiris,3 : 2,Riteriai,LFF stadionas
"2018-04-05, 20:00", ,Sūduva,2 : 1,Atlantas,Marijampolės futbolo arenos maniežas
"2018-04-05, 18:00", ,Palanga,1 : 0,K. Žalgiris,Klaipėdos dirbtinės dangos st.
"2018-04-04, 18:00", ,Stumbras,4 : 0,Jonava,LFF Kauno treniruočių centro st.
"2018-03-31, 13:00", ,K. Žalgiris,0 : 1,Stumbras,LFF Kauno treniruočių centro st.
"2018-03-31, 13:00", ,Riteriai,1 : 4,Sūduva,„Sportima“
"2018-03-30, 19:30", ,Žalgiris,1 : 2,Jonava,„Sportima“
"2018-03-30, 18:00", ,Atlantas,1 : 1,Palanga,Klaipėdos dirbtinės dangos st.
"2018-03-18, 18:00", ,Riteriai,3 : 1,Palanga,„Sportima“
"2018-03-17, 13:00", ,Jonava,0 : 1,K. Žalgiris,Jonavos dirbtinės dangos st.
"2018-03-14, 20:00", ,Sūduva,0 : 0,Žalgiris,Marijampolės futbolo arenos maniežas
"2018-03-14, 18:00", ,Stumbras,0 : 2,Atlantas,LFF Kauno treniruočių centro st.
"2018-03-13, 18:00", ,Palanga,1 : 1,Riteriai,Klaipėdos dirbtinės dangos st.
"2018-03-08, 19:30", ,Žalgiris,4 : 0,Palanga,„Sportima“
"2018-03-08, 18:00", ,Sūduva,4 : 2,Jonava,Marijampolės futbolo arenos maniežas
"2018-03-07, 19:30", ,Riteriai,1 : 1,Stumbras,„Sportima“
"2018-03-07, 18:00", ,Atlantas,0 : 1,K. Žalgiris,Klaipėdos dirbtinės dangos st.
"2018-03-04, 17:00", ,Stumbras,0 : 0,Žalgiris,Marijampolės futbolo arenos maniežas
"2018-03-04, 13:00", ,Jonava,1 : 1,Atlantas,Marijampolės futbolo arenos maniežas
"2018-03-03, 15:00", ,Sūduva,2 : 0,Palanga,Marijampolės futbolo arenos maniežas
"2018-03-03, 13:00", ,K. Žalgiris,1 : 4,Riteriai,LFF Kauno treniruočių centro st.
"2018-02-25, 18:00", ,Žalgiris,2 : 0,K. Žalgiris,„Sportima“
"2018-02-25, 13:00", ,Palanga,1 : 1,Jonava,Klaipėdos dirbtinės dangos st.
"2018-02-24, 15:00", ,Riteriai,0 : 1,Atlantas,„Sportima“
"2018-02-24, 13:00", ,Sūduva,2 : 0,Stumbras,Marijampolės futbolo arenos maniežas
"2023-06-03, 19:00", ,Panevėžys,1 : 0,Hegelmann,„Aukštaitijos“ stadionas
"2023-06-03, 17:00", ,Banga,1 : 1,Riteriai,Gargždų m. stadionas
"2023-06-03, 15:00", ,Dainava,2 : 1,Sūduva,Alytaus m. stadionas
"2023-06-02, 18:00", ,Džiugas,0 : 0,K. Žalgiris,Telšių m. centrinis stadionas
"2022-11-23, 19:00", ,Žalgiris,2 : 3,K. Žalgiris,LFF stadionas
"2022-11-23, 19:00", ,Banga,2 : 3,Šiauliai,Gargždų m. stadionas
"2022-11-23, 19:00", ,Hegelmann,2 : 2,Riteriai,LFF Kauno treniruočių centro st.
"2022-11-23, 19:00", ,Panevėžys,2 : 1,Jonava,„Aukštaitijos“ stadionas
"2022-11-23, 19:00", ,Sūduva,1 : 1,Džiugas,Marijampolės futbolo arenos maniežas
"2022-11-20, 17:55", ,Žalgiris,5 : 0,Šiauliai,LFF stadionas
"2022-11-17, 18:00", ,Banga,0 : 2,Žalgiris,Gargždų m. stadionas
"2022-11-13, 19:30", ,Riteriai,2 : 1,Panevėžys,„Sportima“
"2022-11-13, 17:55", ,Šiauliai,3 : 0,Žalgiris,Šiaulių sav. stadionas
"2022-11-13, 13:00", ,Džiugas,0 : 3,K. Žalgiris,Telšių m. centrinis stadionas
"2022-11-13, 13:00", ,Hegelmann,2 : 0,Sūduva,LFF Kauno treniruočių centro st.
"2022-11-11, 18:00", ,Banga,2 : 0,Jonava,Gargždų m. stadionas
"2022-11-09, 19:00", ,Žalgiris,0 : 1,Panevėžys,LFF stadionas
"2022-11-08, 19:30", ,Riteriai,2 : 0,K. Žalgiris,„Sportima“
"2022-11-06, 17:55", ,Sūduva,1 : 2,Žalgiris,Marijampolės futbolo arenos stadionas
"2022-11-05, 14:00", ,K. Žalgiris,0 : 0,Panevėžys,Dariaus ir Girėno stadionas
"2022-10-30, 17:55", ,Panevėžys,3 : 1,Hegelmann,„Aukštaitijos“ stadionas
"2022-10-30, 15:00", ,Žalgiris,6 : 0,Džiugas,LFF stadionas
"2022-10-29, 17:00", ,Šiauliai,2 : 0,Sūduva,Šiaulių sav. stadionas
"2022-10-29, 17:00", ,Jonava,0 : 3,Riteriai,Jonavos m. stadionas
"2022-10-29, 14:00", ,K. Žalgiris,3 : 0,Banga,Dariaus ir Girėno stadionas
"2022-10-23, 17:55", ,Žalgiris,2 : 1,Hegelmann,LFF stadionas
"2022-10-23, 15:00", ,Sūduva,1 : 0,Jonava,Marijampolės futbolo arenos stadionas
"2022-10-23, 15:00", ,K. Žalgiris,1 : 0,Šiauliai,Dariaus ir Girėno stadionas
"2022-10-23, 13:00", ,Džiugas,0 : 0,Panevėžys,Telšių m. centrinis stadionas
"2022-10-21, 18:00", ,Riteriai,2 : 2,Banga,LFF stadionas
"2022-10-19, 20:00", ,Panevėžys,0 : 1,Žalgiris,„Aukštaitijos“ stadionas
"2022-10-19, 18:00", ,Sūduva,0 : 2,K. Žalgiris,Marijampolės futbolo arenos stadionas
"2022-10-15, 18:00", ,Šiauliai,2 : 0,Jonava,Šiaulių sav. stadionas
"2022-10-09, 20:00", ,Banga,1 : 1,Panevėžys,Gargždų m. stadionas
"2022-10-09, 17:55", ,Riteriai,2 : 3,Sūduva,LFF stadionas
"2022-10-09, 15:00", ,Jonava,0 : 4,Žalgiris,Jonavos m. stadionas
"2022-10-09, 13:00", ,K. Žalgiris,1 : 1,Hegelmann,„Kauno Žalgirio“ FA stadionas
"2022-10-08, 13:00", ,Džiugas,1 : 0,Šiauliai,Telšių m. centrinis stadionas
"2022-10-02, 17:55", ,Panevėžys,2 : 0,Sūduva,„Aukštaitijos“ stadionas
"2022-10-01, 17:00", ,Hegelmann,2 : 1,Šiauliai,LFF Kauno treniruočių centro st.
"2022-10-01, 15:00", ,Jonava,0 : 1,Džiugas,Jonavos m. stadionas
"2022-09-27, 19:00", ,Žalgiris,1 : 0,Sūduva,LFF stadionas
"2022-09-18, 19:00", ,Žalgiris,3 : 1,Riteriai,LFF stadionas
"2022-09-18, 17:55", ,Sūduva,2 : 0,Banga,Marijampolės futbolo arenos stadionas
"2022-09-17, 19:00", ,Šiauliai,1 : 0,Panevėžys,Šiaulių sav. stadionas
"2022-09-17, 15:00", ,Džiugas,0 : 1,Hegelmann,Telšių m. centrinis stadionas
"2022-09-16, 18:00", ,K. Žalgiris,2 : 1,Jonava,„Kauno Žalgirio“ FA stadionas
"2022-09-11, 19:00", ,Šiauliai,1 : 1,Banga,Šiaulių sav. stadionas
"2022-09-11, 17:55", ,Riteriai,0 : 0,Hegelmann,LFF stadionas
"2022-09-11, 15:00", ,K. Žalgiris,0 : 2,Žalgiris,„Kauno Žalgirio“ FA stadionas
"2022-09-10, 17:00", ,Jonava,1 : 1,Panevėžys,Jonavos m. stadionas
"2022-09-10, 15:00", ,Džiugas,2 : 1,Sūduva,Telšių m. centrinis stadionas
"2022-09-07, 20:00", ,Panevėžys,0 : 1,Riteriai,„Aukštaitijos“ stadionas
"2022-09-07, 19:00", ,Jonava,0 : 5,Banga,Jonavos m. stadionas
"2022-09-07, 18:00", ,K. Žalgiris,5 : 1,Džiugas,„Kauno Žalgirio“ FA stadionas
"2022-09-06, 20:00", ,Sūduva,2 : 1,Hegelmann,Marijampolės futbolo arenos stadionas
"2022-09-04, 17:55", ,Banga,0 : 1,K. Žalgiris,Gargždų m. stadionas
"2022-09-03, 17:00", ,Riteriai,2 : 1,Jonava,LFF stadionas
"2022-09-03, 15:00", ,Džiugas,1 : 1,Žalgiris,Telšių m. centrinis stadionas
"2022-09-02, 18:00", ,Hegelmann,1 : 1,Panevėžys,LFF Kauno treniruočių centro st.
"2022-08-28, 19:00", ,Hegelmann,1 : 4,Žalgiris,LFF Kauno treniruočių centro st.
"2022-08-28, 17:55", ,Šiauliai,0 : 3,K. Žalgiris,Šiaulių sav. stadionas
"2022-08-27, 19:00", ,Panevėžys,3 : 2,Džiugas,„Aukštaitijos“ stadionas
"2022-08-27, 17:00", ,Jonava,0 : 2,Sūduva,Jonavos m. stadionas
"2022-08-26, 18:00", ,Banga,0 : 1,Riteriai,Gargždų m. stadionas
"2022-08-21, 20:00", ,Sūduva,2 : 1,Riteriai,Marijampolės futbolo arenos stadionas
"2022-08-21, 19:00", ,Žalgiris,3 : 1,Jonava,LFF stadionas
"2022-08-21, 17:55", ,Panevėžys,2 : 1,Banga,„Aukštaitijos“ stadionas
"2022-08-20, 19:00", ,Šiauliai,2 : 2,Džiugas,Šiaulių sav. stadionas
"2022-08-20, 17:00", ,Hegelmann,1 : 1,K. Žalgiris,LFF Kauno treniruočių centro st.
"2022-08-14, 20:00", ,Banga,0 : 0,Sūduva,Gargždų m. stadionas
"2022-08-14, 17:55", ,Riteriai,1 : 5,Žalgiris,LFF stadionas
"2022-08-13, 19:00", ,Panevėžys,1 : 2,Šiauliai,„Aukštaitijos“ stadionas
"2022-08-13, 17:00", ,Jonava,1 : 2,K. Žalgiris,Jonavos m. stadionas
"2022-08-12, 18:00", ,Hegelmann,5 : 0,Džiugas,LFF Kauno treniruočių centro st.
"2022-08-07, 17:55", ,Sūduva,4 : 1,Panevėžys,Marijampolės futbolo arenos stadionas
"2022-08-07, 15:00", ,K. Žalgiris,2 : 0,Riteriai,„Kauno Žalgirio“ FA stadionas
"2022-08-06, 17:00", ,Žalgiris,2 : 1,Banga,LFF stadionas
"2022-08-06, 15:00", ,Džiugas,2 : 2,Jonava,Telšių m. centrinis stadionas
"2022-08-05, 18:00", ,Šiauliai,0 : 0,Hegelmann,Šiaulių sav. stadionas
"2022-08-02, 18:00", ,K. Žalgiris,2 : 2,Sūduva,„Kauno Žalgirio“ FA stadionas
"2022-07-31, 17:55", ,Jonava,0 : 1,Hegelmann,Jonavos m. stadionas
"2022-07-30, 18:00", ,Riteriai,3 : 1,Šiauliai,LFF stadionas
"2022-07-29, 18:00", ,Banga,1 : 1,Džiugas,Gargždų m. stadionas
"2022-07-24, 17:55", ,Banga,1 : 1,Hegelmann,Gargždų m. stadionas
"2022-07-23, 19:00", ,Jonava,1 : 3,Šiauliai,Jonavos m. stadionas
"2022-07-23, 17:00", ,Panevėžys,2 : 1,K. Žalgiris,„Aukštaitijos“ stadionas
"2022-07-22, 18:00", ,Riteriai,2 : 1,Džiugas,LFF stadionas
"2022-07-17, 17:55", ,Džiugas,0 : 1,Banga,Telšių m. centrinis stadionas
"2022-07-16, 18:00", ,Hegelmann,6 : 0,Jonava,LFF Kauno treniruočių centro st.
"2022-07-15, 18:00", ,Šiauliai,3 : 2,Riteriai,Šiaulių sav. stadionas
"2022-07-10, 17:55", ,Džiugas,1 : 4,Riteriai,Telšių m. centrinis stadionas
"2022-07-09, 19:00", ,Sūduva,2 : 1,Šiauliai,Marijampolės futbolo arenos stadionas
"2022-07-09, 17:00", ,Hegelmann,5 : 0,Banga,LFF Kauno treniruočių centro st.
"2022-07-03, 17:55", ,Šiauliai,3 : 2,Džiugas,Šiaulių sav. stadionas
"2022-07-02, 20:00", ,Riteriai,1 : 1,K. Žalgiris,LFF stadionas
"2022-07-02, 18:00", ,Banga,1 : 2,Panevėžys,Gargždų m. stadionas
"2022-07-02, 16:00", ,Jonava,0 : 4,Sūduva,Jonavos m. stadionas
"2022-07-01, 19:00", ,Žalgiris,2 : 1,Hegelmann,LFF stadionas
"2022-06-26, 20:00", ,K. Žalgiris,1 : 1,Banga,„Kauno Žalgirio“ FA stadionas
"2022-06-26, 17:55", ,Sūduva,0 : 5,Žalgiris,Marijampolės futbolo arenos stadionas
"2022-06-26, 15:00", ,Džiugas,2 : 0,Jonava,Telšių m. centrinis stadionas
"2022-06-25, 19:00", ,Riteriai,0 : 3,Hegelmann,LFF stadionas
"2022-06-25, 17:00", ,Panevėžys,1 : 2,Šiauliai,„Aukštaitijos“ stadionas
"2022-06-22, 20:00", ,Žalgiris,2 : 1,Džiugas,LFF stadionas
"2022-06-22, 19:00", ,Šiauliai,0 : 1,K. Žalgiris,Šiaulių sav. stadionas
"2022-06-22, 18:00", ,Jonava,0 : 5,Panevėžys,Jonavos m. stadionas
"2022-06-21, 20:00", ,Banga,0 : 4,Riteriai,Gargždų m. stadionas
"2022-06-21, 18:00", ,Hegelmann,2 : 2,Sūduva,LFF Kauno treniruočių centro st.
"2022-06-19, 17:55", ,Panevėžys,0 : 2,Žalgiris,„Aukštaitijos“ stadionas
"2022-06-19, 15:00", ,K. Žalgiris,4 : 0,Jonava,„Kauno Žalgirio“ FA stadionas
"2022-06-18, 19:00", ,Riteriai,1 : 1,Šiauliai,LFF stadionas
"2022-06-18, 17:00", ,Džiugas,2 : 2,Sūduva,Telšių m. centrinis stadionas
"2022-06-17, 18:00", ,Banga,1 : 0,Hegelmann,Gargždų m. stadionas
"2022-05-29, 17:30", ,Jonava,0 : 1,Riteriai,Jonavos m. stadionas
